,,,,,,,,,,,,
,,,,,,,,,,,,
lfd. Nr.,"Kasten, Stk",Authentitz,Format,Absender,Empfänger,Datum,Abs.- Ort,GS und Herzfeld,GB,Bemerkungen,,
,907,[T003,K+K,B,"Ehrenberg,  Rudolf","Rosentock-H., Eugen",1918-10-28,,,,"Kontaktaufnahme nach d. 1.W.Krieg - weiterleben, wieder leben nach dem Krieg",
,908,[T004,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1918-09-15,,,,"zu Rudis Buch ""Hebr.10,25, Ein Schicksal in Predigten"" (in Arbeit)",
,909,[T005,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H ., Eugen",1919-04-17,Göttingen,,,"zu e schwierigen Lage, in der Eugen mit einem Hr Weidemann ist. Gritli zu Besuch",
,910,[T006,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-05-06,Göttingen,,,"nochmal zu Brief [T6; wie es Adele in Kassel geht, sie wird mit Bruder verreisen.",
,911,[T007,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1919-05-10,G.öttingen,,,"Austausch ü. einen 3.; zu Kafkas ""Prozess""; Reisepläne zu den Freunden",
,912,[T008,K+K,BK,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1919-05-28,G.öttingen,,,"""Predigten"" fertig, Eugen möchte sie binden lassen als KorrekturEx; Reisepl Leipzig",
,913,[T009,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1919-05-19,,,,Forts. 20. 5. morgens; zu Texten für gepl.Jahrbuch(?);Vorlesgen; Eugen nach S?,
,914,[T010,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-05-30,Göttingen,,,"Dank für Anerkennung der ""Predigten""; will das Buch veröffentlichen",
,915,[T011,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-06-03,Göttingen,,,zur Verständigung im Glauben - protestantisch / katholisch; Empfdg großer Nähe,
,916,[T012,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-06-05,"Göttingen, Physiolog. Inst",,,"Rudi genießt den Austausch mit dem Freund; deutet Arbeit an ""Schwester""  an.",
,917,[T013,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-06-15,Göttingen,,,"zu Text von Eugen ""Die Frucht des Todes"";""Predigten"" in Leipzg vorgels; Franz da",
,918,[T014,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1919-06-00,Fragment,,,hdf:Nachschr. zu [T13?;Rudi diskutiert Stern III; zu Kirche und Synagoge; Empfg?,
,919,[T015,K+K,B,"Ehrenberg,  Rudolf","Ehrenberg, Hans",1919-06-19,Göttingen,,,"schickt einen Einakter (""Schwester""?) zum Lesen und Weitergb an Rosenstocks",
,920,[T016,K+K,B,"Ehrenberg,  Rudolf","Rosenstock, E. u FR?",1919-00-00,Fragment,,,"zu den ""Predigten""; wie die Hauptfigur heißen soll: nicht ""Else"", aber ""Ella""",
,921,[T017,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H.,Margrit",1919-06-26,Göttingen,,,"Gritli ist krank. Hoffentlich kommt das Frd.Treffen im Aug. zustande; zu ""Predigten""",
,922,[T018,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-07-02,Göttingen,,,zum Verlag für Predigten und für Stern; zum Miteinander von Juden u Christen,
,923,[T019,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Eugen",1919-07-08,Göttingen,,,"""Frau Gritli"" noch krank; zum Verlag für die ""Predigten""",
,924,[T020,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1919-07-10,Göttingen,,,ein Kuchenpaket ans Spital f Gritli konnte nicht zugest. werden?; zu div. Texten,
,925,[T021,K+K,B,"Ehrenberg,  Rudolf","Rosenzweig,  Franz",1919-07-17,G.öttingen,,,zu einer ablehnenden Kritik von Franz und Eugen an Ruditexten,
,926,[T022,K+K,BK,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-07-19,G.öttingen,,,"zum Erscheinungsbild der ""Predigten""",
,927,[T023,K+K,PK,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1921-07-19,Göttingen,,,"Dat, Ort PostStp; Bitte um Korrektur und Kommentar zu einem Text von Rudi",
,928,[T024,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H.,  Eugen",1919-07-19,G.öttingen,,,Fragm.; zum wachsenden Antisemitismus in GÖ; selbst in sich Jude und Christ,
,929,[T025,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1919-07-20,Göttingen,,,"zum Erscheinen der ""Predigten""",
,930,[T026,K+K,BK,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1919-07-22,,,,"Titelvorschlag für die ""Predigten""; liest ""heute"" anderen Text Franz in C[assel] vor",
,931,[T027,K+K,B,"Ehrenberg, Rudolf",Rosenstock-H. Margrit,1919-07-27,Göttingen,,,"Fragm; das Stück ""Erste"" ist fertig; Bitte um Rundschicken.an die Freunde",
,932,[T028,K+K,B,"Ehrenberg,  Rudolf","Rosentock-H. , Margrit",1919-07-28,,,,zu einer Verabredung am Feldberg; zum Konflikt Franz-Eugen über Jude u Christ.,
,933,[T029,K+K,B,"Ehrenberg,  Rudolf","Rosentock-H. , Margrit",1919-07-31,G.öttingen,,,"zu zwei Texten, ""das Erste"" u ""das Letzte""; wird Franz in Cassel treffen",
,934,[T030,K+K,PK,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-08-06,H.eidelberg,,,zur Verabredung im Schwarzwald,
,935,[T031,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-09-02,Frankfurt,,,"zur Beziehung Eugen, Rudi, Franz und Helene [Ehrenberg, Rudis Frau]",
,936,[T032,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-09-24,Göttingen,,,Gritli ist krank; die Niere als Schwachstelle; zum Umgang mit Franz und Helene,
,937,[T033,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-10-05,Göttingen,,,zum Verhältnis Rudolf Hallo und Franz;Eugen soll bei Kd v. Rudi u.Helene Pate sein,
,938,[T034,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1919-10-27,Göttingen,,,"Rudi bittet um Post; zu div. Texten; Wirkung der ""Schutzengel"" auf Helene",
,939,[T035,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H., Margrit",1919-10-28,"Göttiingen, Phys. Institut",,,Fragm; Freundschaftsbrief; zu Helene vor der Niederkunft,
940,[T036,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1919-12-13,G.öttingen,,,"will ""Kolleg über den Tod"" halten; hat ""Paulus"" in Arbeit;",,
,[T037,K+K,B,"Ehrenberg,  Rudolf","Rosenstock -H., Eugen",1919-12-27,G.öttingen,,,"hat ein Manuskript zurückerhalten;-?-; war sehr krank; ""Maria Eugenie"" geboren",,
942,[T038,K+K,B,"Ehrenberg, Rudolf",N. N.,0000-00-00,Fragment,,,"hd Rudi; hdf: ""der andere Bogen ging an Franz""; Adressat: ""Sie"" ...",,
943,[T039,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H ., Eugen",1920-01-20,"Göttingen, nachts",,,Helene hat es schwer im Kreis; s. [R47,,
944,[T040,K+K,B,"Ehrenberg,  Rudi u. Gritli","Rosenzweig, Adele",1920-04-26,Stuttgart,,,Beide waren in Berlin u. schreiben von Werner u Greda Picht u.a.; Gritli schwach,,
945,[T041,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Margrit",1920-12-22,Göttingen,,,"zu einem Stück ""Das Spiel""; zur Beziehung; zur Bedeutung des 21.1.[1920] f. Rudi",,
946,[T042,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Margrit",1920-12-23,Göttingen,,,"Fortsetzg v. [T41; hat Vertrautheit erkannt, ""als Franz dich 'Trudchen' nannte ...""",,
947,[T043,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1920-12-31,Göttingen,,,"Abschied v alter Nähe- entschieden weiterleben, keine ""auslaufenden Räder"".",,
948,[T044,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H. , Margrit",1921-01-05,Göttingen,,,"Friede im Herzen; ""Sehnsucht nach Christus""; zu FRs Judewerden, -sein;zu Eugen",,
949,[U001,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1921-01-12,Göttingen,,,"Rudis ""neue Christusliebe"", Vermerk hdf; Reflexion dies. Liebe im Verh zu d Frden",,
950,[U002,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1921-01-22,Göttingen,,,"Liebe zu FR als Mensch, ob Jude o. Christ; BrfEnde zu den ""Schutzengeln""",,
951,[U003,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1921-01-29,Göttingen,,,Helene (schwanger) krank; trüber Winter; gg FRs Christenwiderstand; zu d Frden,,
952,[U004,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1921-02-03,Göttingen,,,"über Brief an FR, der einer tiefen Sorge um ihn als Jude Ausdr. gibt, s. [R81 u 82",,
953,[U005,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1921-04-10,Göttingen,,,"Dat: Brf u Inhalt: nach ""Karfreitag"": Kind war tot geboren; ÜbergL abw.; zu FR",,
954,[U006,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1922-05-31,"Göttingen, Mittwoch",,,Dat: Kalender;Verm hdf abw.;Sorge um FR; Bitte um Nachr. an Lotti (Schw.v Gritli),,
955,[U007,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1927-08-27,Göttingen,,,"zu einer Aufsatzsammlung über Relig.Fragen, die Eugen geschickt hat; zu d Frden",,
956,[U008,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1930-01-09,Göttingen,,,"auf FR: ""Des alten Bundes großer Offenbarer... Wir leben alle zw beiden Bünden"";",,
957,[U009,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Margrit",1930-04-03,Göttingen,,,zu Freunden; zu Edith nach d. Tod von FR; Nachdenken üb Rückgabe von Briefen,,
958,[U010,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1934-11-29,Göttingen,,,"Wie wird es werden? Was ""Leben"" heißt; Hrsg. FR-Brfe; Plan einer"" Metabiologie""",,
959,[U011,K+K,w,N. N.,N. N.,,,,,"""Dieses Gedicht soll ich von Rudi schicken. Ich habe selbst damit Mühe!""",,
960,[U012,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1936-07-02,Frankfurt,,,zu alten Finanzfragen; zur Physiologie des Gehirns,,
961,[U013,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1936-10-25,Göttingen,,,"2. Dat 11. 11. (19)36;zu  theol. Text von Eugen;""Dein Patenkind"", Maria,  ist 17 gew.",,
962,[U014,K+K,B,"Ehrenberg, Rudolf","Rosenstock-H., Eugen",1946-06-14,Göttingen,,,1. Kontakt  nach dem 2. W.Krieg; der Sohn gefallen; Aufnahme der Metabiologie,,
963,[U015,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1946-11-01,Göttingen,,,Überwdg der Trennung i Krieg; sich nicht ggenseitig abschreiben;,,
964,[U016,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1946-12-26,Göttingen,,,Austausch ü Theol. u Physiol.;zu den (früheren) Krebsforschungen; USA-Paket,,
965,[U017,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1947-02-03,Göttingen,,,Verständigg über Religionsfragen; zu Rudis (Krebs-) Forschungen; zu W. Picht,,
966,[U018,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1951-02-05,Göttingen,,,"zu Reaktionen auf Rudis ""Metabiologie""; krit. zu ""primäres und sekundäres Leben""",,
967,[U019,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1951-07-26,Göttingen,,,"zu einem Werk von Eugen über ""Sprache""; ob uns die jüngeren Leser  verstehen?",,
968,[U020,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1952-06-25,Göttingen,,,"zu Eugens Buch ""Heilkraft u Wahrheit""; Rudi soll/will es in"" Chr. u Welt"" rezens.",,
969,[U021,K+K,B,"Ehrenberg,  Rudolf","Rosenstock-H., Eugen",1954-05-30,Göttingen,,,zum ggseitigen Verstehen in Kreuzpunkt ./. Schnittpunkt der Parallelen im Unendl.,,
970,[U022,ms,W,"Ehrenberg,  Rudolf","Picht, Werner",,,,,"Gedicht ""Zu Franz Rosenzweigs Tod"" An W. P. (Werner Picht)",,
971,[U023,ms P,W,"Ehrenberg,  Rudolf",,o.J.,o.O,,,"""Die Welt ohne Tragik"" - Text",,
972,[U024,ms P,W,"Ehrenberg, Rudolf",,o.J.,o.O,,,"Verf. hdf; ""Wissenschaft und Leben"" - Text",,
973,[U025,ms,W,"Ehrenberg, Rudolf",,o.J.,o.O,,,"""Schuld"" - Text",,
[U026,ms P,W,"Ehrenberg, Rudolf",,o.J.,o.O,,,"""Der Teufel""- Text",,,
